,date,content,type,word
0,1516941401,１以降はゾンビめっちゃ多いから追加されたらきつそうｗ,0,-1
0,1516030697,1のリメイクからクリムゾンヘッドっていう倒れた雑魚ゾンビが転化するのが追加された筈,0,-1
0,1516030286,資料見てないもんなぁｗ,0,-1
0,1506597628,何だその直立不動,0,-1
0,1506596429,今でしょ！！！,0,-1
0,1504585842,死体だけを燃やす器用な炎,0,-1
0,1504585034,誰も燃やせと言わないｗ,0,-1
0,1504516800,違いの分かるゴリラなんだり,0,-1
0,1501487194,クリスはポイントマンだから戦闘優先のポケット事情,0,-1
0,1501486707,リメにはキャラによる難易度差は設定されてないよ,0,-1
0,1501486499,閃光手榴弾とクリティカルの分、クリスは燃やす数少ないけどね,0,-1
0,1500296702,洗うの大変そう,0,-1
0,1499346424,『よわっ』と吐き捨てて昔の仲間を尻目にハーブを拾うゴリラｗｗｗ,0,-1
0,1499346089,砂ちゃうか？,0,-1
0,1499345903,上手にやけましたぁ,0,-1
0,1499345806,クリヘにならん為に燃やすんやからな、クリヘは倒したら終わり,0,-1
0,1498394034,正解を越後言うなww,0,-1
0,1497400747,女はポケットいっぱいついたバッグとか持ち歩くやん？,0,-1
0,1497400437,こんなん絶対火事なるわ,0,-1
0,1497400219,これから毎日家を焼こうぜ,0,-1
0,1497186103,ジルがひくところ,0,-1
0,1497005978,ここは・・・・森の・・・・・・・・,0,-1
0,1495837784,ニキビちゃう？,0,-1
0,1491804367,あーん弱スト様が死んだ！,0,-1
0,1490832526,まじでイージーは緊張感ないな,0,-1
0,1488543781,こっちはぼっちなんやぞ！ちょっとは気ぃ使えや！！,0,-1
0,1488543315,くりむぞん？,0,-1
0,1486550811,むしろ中の方が多いというｗ,0,-1
0,1486106914,つよいｗｗｗｗ,0,-1
0,1486106697,なついｗｗｗ,0,-1
0,1486098544,すげえｗｗ,0,-1
0,1486098511,ちょっとずつｗｗ,0,-1
0,1486098406,あああｗｗ,0,-1
0,1486021256,遠くから見るとリボンみたいで可愛い,0,-1
0,1485953986,リメイク限定の仕掛けなのね,0,-1
0,1485075494,かしこ,0,-1
0,1484171921,だって玄関開けたらわんちゃんに噛まれるじゃん！,0,-1
0,1484171798,ジル編でもライター拾えるしな、クリスみたいに初めから持ってるわけではないけど,0,-1
0,1484171083,これ読んでないからマップ赤かったんか？,0,-1
0,1483874273,ディレクターズカットにはハイパーゾンビおったけどな,0,-1
0,1483578326,エイジャの赤石（小）,0,-1
0,1483247741,あーんスト様が,0,-1
0,1483141546,ある条件を満たすと爆弾体中に付けて特攻してくるんやで・・・。,0,-1
0,1483141482,ジル編だとグレネードランチャーが取れる,0,-1
0,1483141380,弱いからだろ！いい加減にしろ！（呆れ）,0,-1
0,1483141315,サクサク行けるからイージーでいい、難易度厨は帰って、どうぞ。,0,-1
0,1483141085,女の方は初心者向けで男の方は自信がある人向け,0,-1
0,1483140719,死体処理に関するファイルも近くに部屋にあったし、とりあえず燃やしてみ？みたいな感じなんだろうねぇ,0,-1
0,1483140578,セーブルームも近いし燃やしておこうぜぇ,0,-1
0,1483139846,ハンドガンでクリティカルがでたらラッキーや,0,-1
0,1483139758,ゾンビを安全にスルーできる所はあえて倒さないのも手,0,-1
0,1483139603,死体処理しないと難易度が跳ね上がるよな,0,-1
0,1483139532,死体処理に関するファイルがあるはずなんだけどね,0,-1
0,1483139212,序盤からでもクリムゾン化するんだな、知らなかったｗ,0,-1
0,1482493833,この音楽いやや…,0,-1
0,1482308475,よわスト,0,-1
0,1482308419,弔ってやりたい,0,-1
0,1482308369,そもそも論ｗ,0,-1
0,1482308222,きっしょｗｗｗ,0,-1
0,1482308024,屋敷ごと焼けるよｗ,0,-1
0,1482307821,ここで気づいた,0,-1
0,1482307347,クリムゾンは動作早い,0,-1
0,1482307214,タイミングを計っておりました,0,-1
0,1482307132,カレーこれに入って出てくんの嫌やｗ,0,-1
0,1482307101,何かと思ったらあいつか,0,-1
0,1482306995,「通すかぼけぇ」,0,-1
0,1481998555,月光,0,-1
0,1481961047,弱ストｗｗｗ,0,-1
0,1481953623,２のリメイクでも是非導入してほしいｗ,0,-1
0,1481952843,また壁にｗ,0,-1
0,1481818633,女性の方がハンカチティッシュとかこまめに持ち歩いたりするから,0,-1
0,1481818404,ああ……じゃあクリスを選ぶ意味の強化の目的もあるのか,0,-1
0,1481817993,出来たっけ？,0,-1
0,1481692493,なぜ倒す前に弱ストと断言したんや！,0,-1
0,1481692392,無慈悲ww,0,-1
0,1481687561,焼こ,0,-1
0,1481687543,それなww,0,-1
0,1481687273,きれてるww,0,-1
0,1481687194,かじにならんのか,0,-1
0,1481539812,このふーはいしたーせかいーーーーにおーとされ,0,-1
0,1481492799,福神漬けワロタwwwwwww,0,-1
0,1481356046,星座カースト最底辺の,0,-1
0,1481355975,くっそふいたｗ,0,-1
0,1480928396,目には目を,0,-1
0,1480147381,ジョジョ,0,-1
0,1479909957,←草,0,-1
0,1479909849,バイオやってる,0,-1
0,1479909410,空気を読むトシゾー民ホントすこ,0,-1
0,1479729650,バイオ１リメイクはこれがあるから苦手,0,-1
0,1479572412,wwww.,0,-1
0,1527688457,チーズはどうして...,0,-1
1,1478870330,どうしてそんなもんがｗｗｗ,0,-1
2,1478874956,どうしてばっかりやなｗｗｗｗ,0,-1
3,1479805697,公式織田4人じゃいやなの？w,0,-1
4,1479740605,音ある動画なの？,0,-1
5,1492499902,この声量で歌い手なの？,0,-1
6,1504172733,おこなの？w,0,-1
7,1520336055,おこなの？,0,-1
8,1484321908,どこなの？,0,-1
9,1478799994,国が民間企業の商品の価格を操作するって合法なの？,0,-1
10,1502296510,カムバなの？これ,0,-1
11,1479468306,ここで隠しても最初丸写りだから、バカなの？,0,-1
12,1479688631,今の銀ネってこんな下手なの？,0,-1
13,1478782242,ばかなの？ｗ,0,-1
14,1498303964,なんであえてサターン版？主はアホなの？,0,-1
15,1481685017,どのへんがエセなの？wwww,0,-1
16,1479141233,団長コネでも無理なの？,0,-1
17,1479535859,そうなの？,0,-1
18,1478952307,何がショックなの？？？,0,-1
19,1478764141,ククイ博士ってなんなの？リーグがないからチャンピオンじゃないと思うし,0,-1
20,1478847505,え？そういう演出なの？どういう演目だｗ,0,-1
21,1478853897,女性6人組ってのはどこ情報なの？　覚えがない,0,-1
22,1478868906,照明スイッチのケーブルが何故床から立ち上がってるの？馬鹿なの？,0,-1
23,1478719885,マスヒレベル上げてクレ1クリ1でも良いかもね、PTじゃダイノ必須なビルドだし,0,-1
24,1532321870,ここのやり取りがハイレベルすぎる,0,-1
25,1512879729,多分私と同じレベルだわ*,0,-1
26,1478807940,笛入れればリリーと合わせてレベル1で1確取れるからそっちの方がいいんじゃないですか？,0,-1
27,1478779309,フリーダムってレベルじゃねぇぞｗｗｗｗ,0,-1
28,1478780068,フリーダムってレベルじゃねぇといいたいのかwww,0,-1
29,1478780153,フリーダムってレベルじゃねえぞおおおおお！！！！,0,-1
30,1478786807,ほんとお前らフリーダムてレベルじゃないぞ,0,-1
31,1478787604,うーちゃんが一般的な言動になるレベルの危機,0,-1
32,1478789583,　フリーダムってレベルじゃねえぞ!?ｗ,0,-1
33,1479293847,お前らあああああああああフリーダムってレベルじゃねぇぞ！！！,0,-1
34,1479741433,日向「まぁ、そうなるな(←即轟沈レベルの爆発を数回やらかして呉空襲まで戦い抜いた奴」,0,-1
35,1512998711,プリン事故がかわいいレベルだなんて,0,-1
36,1478858718,あレベル上がると本当に美味しいのね 私は経験できなかったが,0,-1
37,1480588269,サポートのレベル低すぎていらないわｗ,0,-1
38,1478862759,なな湖に負けてるとか実況引退するレベルの屈辱やん,0,-1
39,1533508575,実況者引退レベルだわ…,0,-1
40,1479125800,ゴールドは一度、レベル9にしてたくさん敵の出る所で使ってみて,0,-1
41,1478770661,お豆腐レベル,0,-1
42,1484013942,禁止カードレベルｗ,0,-1
43,1478875032,覚えてるレシピの本はその本に合わせてスキルのレベル上がるから本は読みたいね,0,-1
44,1479177441,ラリアットは普通に金上辺レベルだろ,0,-1
45,1479014769,レベル９７ユニークを倒せたらもうラスボス余裕じゃねｗ,0,-1
46,1479015034,あのころにレベル９０台の蜘蛛に襲われたら怖すぎ,0,-1
47,1478769496,結局適正を大幅に超えたレベル,0,-1
48,1478770809,レベル上げまくった割に結構苦戦してたな,0,-1
49,1478772511,レベル高いし普通,0,-1
50,1478776514,レベル高くしたのにこれかよww,0,-1
51,1478777343,まだレベル高い言うてるやつおるのか、ステ見直してこい,0,-1
52,1478780628,レベルのこと言うなら振ってるステもちゃんと見ろよ,0,-1
53,1478782655,１週目160レベルだけど信.者クン達には神プレイのご様子ですねェ……w,0,-1
54,1478784240,1周目レベル160だぞｗ言われて当然ｗ,0,-1
55,1478784843,レベルというワードのエアプ発見器,0,-1
56,1478785962,←ふぅに頼まなくてもレベル１でそれやってる人がもういるからそっちいけよ,0,-1
57,1478786158,↓体力補正指輪も装備最大強化も適正レベルまで来てたら当たり前に到達してると思うんですが…,0,-1
58,1478788033,レベルあげてかつ試行錯誤して何回もボスに挑むなんて一番のゲームの楽しみ方じゃねぇか、何言ってんだ名人様は？？,0,-1
59,1478794210,ダクソ３はレベルで合ってんだよなあ,0,-1
60,1478794229,レベルとかエアプ丸出しｗ,0,-1
61,1478794928,低レベルでも生命振れば余裕なんだよなぁ…,0,-1
62,1478797774,レベル１ノーダメの動画でも見て勉強すれば？,0,-1
63,1478809832,一周目、レベル160、生命力ふりなおし。,0,-1
64,1478810055,一周目でレベル160で生命力ふりなおし,0,-1
65,1478854176,レベルの暴力,0,-1
66,1478880970,所詮リハビリレベルの動画でしたね。,0,-1
67,1479060155,この回数でまだ予想レベルなのかww,0,-1
68,1480271827,タイトル詐欺レベル,0,-1
69,1493173605,レベルでカット率上がることを知らないエアプ勢が多いな,0,-1
70,1478673401,レベルはあがるもんですし,0,-1
71,1478783343,変態レベルが1段高い,0,-1
72,1478960283,レベル高い・・・,0,-1
73,1478960510,レベルの高い屑だなｗｗｗ,0,-1
74,1482998589,最高レベルの演技,0,-1
75,1479549527,ガチャーン！レベルアーップ！,0,-1
76,1478792523,ポンこつの認定レベル低すぎて草生えない,0,-1
77,1537330187,ゲームのやり方ごときでゆとり指摘は飯が美味くなるレベルで滑稽,0,-1
78,1478787264,スーパーミュータントオーバーロード：スパミュの追加上位種　トライビームレーザーなどの新武器で武装した小型べヒモスといえるレベルの個体,0,-1
79,1478826577,もうちょいレベルアップすれば普通のヌカコーラからクァンタムを合成するPERKを覚えられる,0,-1
80,1519415329,おいしくないってレベルじゃ,0,-1
81,1483437532,オートえいむ使ってるレベルのキル数だななかま,0,-1
82,1484651100,レベル７までならコネコネでやってたなぁ,0,-1
83,1500297512,低レベルはゴミスキルだった気が・・・,0,-1
84,1478858046,なんでこのレベルで苦戦するんだ・・,0,-1
85,1479226207,苦戦はレベルじゃなくスキル次第,0,-1
86,1478931199,ここ世界レベル,0,-1
87,1479871115,ここゼウスレベル,0,-1
88,1480227796,ここ北朝鮮の技術レベル,0,-1
89,1478698811,ちょうどいいレベル上げ,0,-1
90,1478706815,低レベルの内に福引の3等あたりはあてたいものよのぅ,0,-1
91,1478734351,レベル３確定ドローなんです？,0,-1
92,1479271010,とうぞくのはなを使うとうんざりするレベルの数字が出てくるからなｗ,0,-1
93,1479414705,掌に乗せられるってレベルより大きいとか怖いわ,0,-1
94,1488145810,うｐ主さんはDMMからステマ分のポイントとか貰えて良いレベル　いやステマじゃなくてダイマか？ｗ,0,-1
95,1489438886,犬の大群はトラウマレベルだろ,0,-1
96,1478716603,試合には影響ないだろうけどジェンシーコールにレベル制限はないよー,0,-1
97,1478769826,楓さんは言うほど小さくない　346のレベルがおかしいんだ,0,-1
98,1478774827,レベル6に特化してもなかなか面白い妖仙獣,0,-1
99,1478781115,でも最近ランクレベル１２の安売り感酷いからなぁ・・・貴重感もうない,0,-1
100,1478831166,さわると余計荒らされるしコメント消してもいいレベル,0,-1
101,1487155915,米津とはレベルが違うな；；,0,-1
102,1478830010,最速アリスちゃんレベル先行したら勝ち,0,-1
103,1478866007,レベル５を2個装備はなぁ・・・,0,-1
104,1501760269,生身で潜れるレベルの深さの水圧なんかたかが知れてるだろ,0,-1
105,1479970517,トレーナー再戦がないからレベル上げがきつかった,0,-1
106,1490962134,レベル差の暴力で叩きのめしてやった,0,-1
107,1511044134,レベル上げのテーマ,0,-1
108,1479543825,天国だおそ松兄さん神レベル,0,-1
109,1478774574,後は部品をドナーから85へ移す(15歳素人が庭先で出来るレベル),0,-1
110,1478925941,それこそドリキンの86レベルやな,0,-1
111,1480335292,※仮にも30年前の車です。社外パーツを入れてある程度リフレッシュをかけないと今の普通車と同じレベルでは乗れません,0,-1
112,1501992127,ウイス喘ぎ声世界レベル,0,-1
113,1479604228,埋蔵金レベルのへそくりだな,0,-1
114,1478839773,一つ一つメモして整理しながら推理したいレベルだわｗ,0,-1
115,1478844723,これ遊園地の人に聞けば推理必要ないレベル,0,-1
116,1478848774,コナンのハワイと同レベルw,0,-1
117,1478849822,遊びで受けたレベル高い資格試験を思い出すからもうやめてｗ,0,-1
118,1478874226,レベル一番高い？,0,-1
119,1478912779,アメリカなら数百億円レベルの訴訟になるわ,0,-1
120,1478774936,オシャレだから,0,-1
121,1478775890,オシャレさんだから,0,-1
122,1478860266,仕様的にこうなってるって事なんかいｗ,0,-1
123,1478809198,レミィも自称ヴラドさんの末裔だからなｗ,0,-1
124,1479053042,死棘の魔槍→レミリアのスペカ「スピア・ザ・グングニル」→レミリアが自称ヴラド・ツェペシュの末裔(Extra槍),0,-1
125,1478686961,自称・ぺったんこ,0,-1
126,1478781435,ネタ以外の自称玄人君も動画上げてくれよな!,0,-1
127,1478928820,自称玄人のお前らの初見動画見せてくれ,0,-1
128,1479045398,自称玄人多いわー。なんで生きてるんだろう,0,-1
129,1508590361,自称玄人カッコよくないよ？何でオレならとかコメするの？？,0,-1
130,1478947288,一体どこの(自称)神なのか…?,0,-1
131,1506661748,ここだけは擁護できない,0,-1
132,1479038816,なお64にはさらに名前だけはその次のヤツが・・・・,0,-1
133,1478769615,ひよらない根性だけは認めるわｗ,0,-1
134,1478777008,ミルウッドの戦斧でないことだけは間違いない、と愛用者が言ってみる,0,-1
135,1519073472,初見実況でカッコつけるのだけはやめて欲しい…,0,-1
136,1478779173,曲だけは穏やか,0,-1
137,1478877945,シナ人の製作MADの中でこれだけは認める,0,-1
138,1478912656,胸だけは育たなそう,0,-1
139,1485748429,他は大体漢字読みだけど猟鬼だけはサイクロプスって呼んでるなぁ,0,-1
140,1479271340,正直サザンビークの探索だけは本当に面倒だったわ,0,-1
141,1479392422,なんでもいいから儀式だけはすませよう的な？,0,-1
142,1521244834,EDだけはほんと神,0,-1
143,1479063430,行くのはいいが巨人だけはやめとけ,0,-1
144,1478973442,チオニキの恥を見に来た,0,-1
145,1478922842,生き恥,0,-1
146,1484182964,小学生でも安心して遊べるのでよいですね,0,-1
147,1519271538,これ、以上小学生の俺でもできる,0,-1
148,1531149849,人の間違いに「はい！縛り違反ー！」って小学生か,0,-1
149,1478785403,菌扱いかよｗｗｗ小学生かｗｗｗ,0,-1
150,1479929605,小学生のときはここだけで１０分以上かかったというのに,0,-1
151,1479021173,小学生が作ったモンスターみたいｗｗｗ,0,-1
152,1509251135,↑本家のモンスターも小学生が考えてても可笑しくないですね,0,-1
153,1517406793,あんなん本家でもなんでもないしやってるのも小学生だからお似合いやね,0,-1
154,1517406838,ちゃんとしたバランスまで仕上げてるFモンスを小学生とか言ったらメインシリーズはどうなってしまうんだ,0,-1
155,1530623016,小学生一人分くらいあるぞｗｗｗ,0,-1
156,1478752310,小学生かwww,0,-1
157,1489229229,小学生並みの下ネタ嫌いじゃない,0,-1
158,1478854729,うわー…このシーン小学生の頃のトラウマで覚えてるわ…,0,-1
159,1478884395,そんな簡単に太陽光線で着火できんよ。ソースは小学生の時の俺の経験。オガクズに5分かけても煙出る程度だった,0,-1
160,1480250755,騙され王子かな？,0,-1
161,1480238040,SSR衣装かな？,0,-1
162,1478693465,もしかしてみんな、必ず倒せる威力の技なのかな？,0,-1
163,1478944752,野良トウモロコシなら平原になかったかな？,0,-1
164,1482087570,ハルトマンかな？,0,-1
165,1485529701,ガンダムかな？,0,-1
166,1486128508,DUST514かな？,0,-1
167,1478819983,高ＳＬって言ってるやつはステ見てないエアプ君かな？,0,-1
168,1483429792,ブラボ宣伝動画かな？,0,-1
169,1507706670,生姜かな？,0,-1
170,1478785912,BP配布マンかな？,0,-1
171,1478767825,シチューかな？,0,-1
172,1478767872,ドラッグディーラーかな？,0,-1
173,1478771785,この現代語訳は武田祐吉かな？,0,-1
174,1478775382,新座変電所かな？,0,-1
175,1478775686,図書係かな？,0,-1
176,1478777363,尊師かな？,0,-1
177,1478780692,１０万円くらいじゃないかな？,0,-1
178,1478786124,デスノートかな？,0,-1
179,1478804699,永沢くんかな？,0,-1
180,1478909804,稗田阿礼かな？,0,-1
181,1479780220,内容液が高熱からの保護液になったかな？,0,-1
182,1481274118,死者の書かな？,0,-1
183,1481274434,もんじゃ焼きの元かな？,0,-1
184,1484826019,俺かな？,0,-1
185,1500744046,暗黒産業かな？,0,-1
186,1513206401,歯医者がコンビニより多いことの揶揄かな？,0,-1
187,1517638018,舞台は長野かな？,0,-1
188,1479002118,トパンガはラジオでいう構成作家的な人雇った方がいいんじゃないかな？,0,-1
189,1484308619,だが、私を呼んだかな？(○'v'○),0,-1
190,1494574309,ひどいのはどちらかな？,0,-1
191,1478710573,もっとコメして再生数オーバーにならんかな？,0,-1
192,1478712637,スパⅡのリュウ専用の丸っぽい方の波動拳じゃないかな？,0,-1
193,1478746666,弁当かな？,0,-1
194,1479227473,カービィボウルかな？,0,-1
195,1478881729,無限夜行かな？,0,-1
196,1478743404,ベホマスライムかな？ｗ,0,-1
197,1478756364,マスクかな？,0,-1
198,1478797012,ニーチェかな？,0,-1
199,1478849287,←クラウザーⅡ世かな？,0,-1
200,1478792645,ボンバーマンかな？,0,-1
201,1479915999,ロックマンの消える足場かな？,0,-1
202,1478774382,バトルドームかな？,0,-1
203,1478775274,せがれいじりかな？,0,-1
204,1478775363,クチバジムかな？,0,-1
205,1478776128,RTAかな？,0,-1
206,1478776159,ロケット団かな？,0,-1
207,1478776227,儀式かな？,0,-1
208,1478789217,それはどうかな？,0,-1
209,1478803121,チュートリアルかな？,0,-1
210,1478829176,チャナガブルかな？,0,-1
211,1479038477,クラッシュのニトロ階段かな？,0,-1
212,1479702749,ほんとかな？,0,-1
213,1512644648,側転...ディディーかな？,0,-1
214,1509271812,首おいてけ　介錯してやる←本気ボンバーかな？,0,-1
215,1478684908,スメラギさん大型アップデートで出番有るかな？,0,-1
216,1478876000,スメラギは助手に徹しているのかな？,0,-1
217,1479978157,お散歩かな？,0,-1
218,1487916114,けつばんかな？,0,-1
219,1490765722,どっかの引きこもり&ニートかな？,0,-1
220,1494946049,恋人かな？,0,-1
221,1519414776,嫁入りかな？,0,-1
222,1527847433,クラディール(本当は彦さん)かな？,0,-1
223,1478835160,黄泉がえりからの完走乙！うp主は仙狭かな？ww,0,-1
224,1479985933,伸びんかな？,0,-1
225,1478857248,ソンムの戦いかな？,0,-1
226,1478866526,スポットされたかな？,0,-1
227,1478784828,牛かな？,0,-1
228,1478785374,民衆の反乱かな？,0,-1
229,1479303692,バッドエンドかな？,0,-1
230,1502628909,ジョニーかな？,0,-1
231,1478958069,ダークソウルかな？,0,-1
232,1478817570,いぬかな？^^,0,-1
233,1478744193,MIDアイバーン・・・Cerosかな？,0,-1
234,1478787300,ハーブ園かな？,0,-1
235,1478795610,あ、遊牙も呪楽譜の一つだったのかな？,0,-1
236,1478865866,密林見ればいいかな？（白目,0,-1
237,1478870547,凌牙、柚子、カイトで今の所大法典が所持している呪楽譜は三冊かな？でも今回セレナが回収できれば一冊、零児に埋め込まれてたのも回収できていれば更に一冊で,0,-1
238,1478870742,大法典は予想できうる限り最高で五冊今セッションクリア後に回収できることになるのかな？,0,-1
239,1478689104,ＵＢＩＳＯＦＴかな？,0,-1
240,1478690752,大統領かな？,0,-1
241,1478691181,ランボーかな？,0,-1
242,1478692467,メイソンかな？,0,-1
243,1478692536,100秒でわかるガンダムＵＣかな？,0,-1
244,1478694337,ピストルカラテかな？,0,-1
245,1478694367,ホテルごと爆破すればいいんじゃないかな？(切嗣感),0,-1
246,1478694720,watch dogsかな？,0,-1
247,1478696380,車かな？,0,-1
248,1478697769,手下をシバいて親玉を煽る……ライオットアクトかな？,0,-1
249,1478700973,青いツナギを着た良い男かな？,0,-1
250,1478714222,ヴァンパイアかな？,0,-1
251,1478723483,銃道かな？,0,-1
252,1478748094,アサクリ3かな？,0,-1
253,1478753275,デビルマソ人形かな？,0,-1
254,1478767452,トランプタワーかな？,0,-1
255,1478771448,西部警察かな？,0,-1
256,1478797823,左門君かな？,0,-1
257,1481456212,BF:Hかな？,0,-1
258,1486305355,日曜の落とし前かな？,0,-1
259,1496824096,無想転生かな？,0,-1
260,1478753044,誰が家まで運んでくれたのかな？,0,-1
261,1478873817,うｐ主は幼女が好きなのかな？,0,-1
262,1478753193,今回もアトランタ動画かな？www,0,-1
263,1478694401,居合の達人かな？,0,-1
264,1478760170,ゲーマー=韓国の人、だから脱出表示コリアなのかな？？,0,-1
265,1478966251,セラフ型かな？（今の回復は,0,-1
266,1479268713,丸焦げかな？,0,-1
267,1479309413,サイヤ人かな？,0,-1
268,1478786004,where is the party？かな？,0,-1
269,1478676365,合体技かな？,0,-1
270,1478677939,グレンダイザ―の呪いかな？,0,-1
271,1478680445,狂鼠病かな？,0,-1
272,1478684017,ネズミかな？,0,-1
273,1478685047,エーテル風かな？,0,-1
274,1478685534,ロボットエンザかな？,0,-1
275,1478685699,打ち上げ花火かな？,0,-1
276,1478687096,バイバインかな？,0,-1
277,1478687496,東方かな？,0,-1
278,1478687587,生き残れるかな？,0,-1
279,1478687883,あと美しさが壁でかこうより高い　とかだったかな？,0,-1
280,1478687934,村人でも湧かせるのかな？,0,-1
281,1505122405,Cossacksかな？,0,-1
282,1511291162,木がうぞうぞしてる…NGC-1611かな？,0,-1
283,1478698654,HERO対青眼…カイバーマン回かな？,0,-1
284,1478704191,職人氣質かな？,0,-1
285,1478707861,DDで大事なのは素足かな？足から写るし…,0,-1
286,1478772314,アニメみたいに先攻後攻はデュエルディスクが決めてるのかな？,0,-1
287,1478777239,筒かな？,0,-1
288,1478929756,ここで烈竜入れるのかな？,0,-1
289,1478979634,のび太かな？,0,-1
290,1478980121,今出てたらめっちゃ強くなるのかな？,0,-1
291,1479056997,というかこの青眼結構レアリティたかいやつかな？,0,-1
292,1479057152,まだ勝てないのかな？時間余ってるし,0,-1
293,1479058629,AVでもサテライトキャノンファルコンは一応行ってるかな？,0,-1
294,1479191998,ノヴァマス…新しいアイマスかな？,0,-1
295,1479636335,通告あったら変わってたかな？,0,-1
296,1478786021,パリアかな？,0,-1
297,1485490199,メガシンカかな？,0,-1
298,1481461565,ちょっと表情硬いかな？,0,-1
299,1478699107,なのはvividかな？,0,-1
300,1478787088,ニーパッドの事かな？,0,-1
301,1480585955,自宅から新宿駅や東京駅までとか、絶対に経由する駅までの定期を買う手段はダメなんかな？,0,-1
302,1481525038,唾液かな？,0,-1
303,1521119747,りえしょんかな？,0,-1
304,1478860617,HDMI接続だからなのかな？,0,-1
305,1499529439,お笑い芸人かな？,0,-1
306,1478773274,ザパニーズかな？,0,-1
307,1478772098,どっちらが破壊力あるかな？,0,-1
308,1479283837,オアシスにいる覚醒童貞だけどモルテナさんに捧げてもいいかな？,0,-1
309,1478755751,本田さんかな？,0,-1
310,1478781284,ピカチュウ元気でちゅうかな？,0,-1
311,1478838632,飛ぶ気かな？,0,-1
312,1478839478,殺人ショーかな？,0,-1
313,1478840537,・・・顎って言いたいのかな？,0,-1
314,1478841598,スタンガンかな？,0,-1
315,1478842455,逆転裁判かな？,0,-1
316,1478843638,もうアニメでいいんじゃないのかな？ｗ,0,-1
317,1478845584,謎解きが数パターン用意されてるって感じなのかな？,0,-1
318,1478846736,奈落かな？,0,-1
319,1478846995,火世個人を殺す動機はないのかな？全体に復讐したいだけで,0,-1
320,1478853996,ホモかな？,0,-1
321,1478858400,１０まんえんあげるとかいったのかな？,0,-1
322,1478861385,かよかよは この設計をわかってたから叫んだのかな？,0,-1
323,1478869381,彼岸島かな？,0,-1
