,content,type,word
34,↓同意…意味もわからんし,1,
35,↑氏ね,1,
36,ゆとりだろうがゆとりじゃなかろうがイタイ奴はイタイ,1,
37,なんで宝箱とらないの？,1,
38,ここタネ類多いからもっと取れよ,1,
39,そうびしろよ,1,
40,取れよ,1,
41,センスねぇな･･･,1,
42,これは凄ぇぇ！　低画質なのがおしいな,1,
43,素材がちと惜しいかも知れん,1,
44,下の歌詞がサブいんだよなぁ・・・,1,
45,演説シカト・・・・,1,
46,元を知らないってどんだけゆとりだよ,1,
47,劇場版の方が良いな,1,
48,知らないのはゆとりでも十分恥ずかしいと思うが・・・,1,
49,お前らの脳内では否オタ＝ゆとりなのか,1,
50,TV版は微妙,1,
51,バカチョン死ねよ,1,
52,糞チョン死ね,1,
53,バカチョンを皆殺しにせよ！！！！,1,
54,朝鮮民族を皆殺しにせよ！！！！！！！！,1,
55,画質・・・,1,
56,音悪い,1,
57,ちょっと早口だね,1,
58,反日とか反韓やら、反中とか言ってるバカな連中は、どこの国にもいるもんだな,1,
59,はいはい扇動乙,1,
60,SEEDごみだ,1,
61,これはダメかもわからんね,1,
62,これは流行らない,1,
63,これは重症ですね,1,
64,繋ぎがいまひとつだな,1,
65,これは駄目にしても、釘宮でループつくりたいな,1,
66,やよいのワンツーには勝てないな･･･,1,
67,まず始末書を書け,1,
68,つなぎあまくね？,1,
69,修行にはもってこいだな,1,
70,これはもうだめかもわからんね,1,
71,ここじゃないループだったらよかったような,1,
72,たまに繋ぎが変だな,1,
73,これはひどい,1,
74,へたすぎ。,1,
75,かおだすなきもい,1,
76,保志以外キモス,1,
77,本家のがいいな,1,
78,MADなら切り貼りだけじゃなくて組んでくれ,1,
79,重すぐる・・・・・・・・・。,1,
80,歌詞は合ってるんだけど映像がマッチしていないね・・・,1,
81,Fragment　～Shooting star of the origin～のほうが合うと思うんだが,1,
82,悪くはないな・・・,1,
83,重いな・・・,1,
84,速度かえればなんでもあうんじゃないかとおもうんだが,1,
85,魔理沙のほうの音いれわすれてねぇ？,1,
86,げーじが,1,
87,橘さん！なぜそれを使うんです！,1,
88,火力ひくっ,1,
89,画像汚い,1,
90,ある意味これでも良くねえ？,1,
91,あんま編集うまくないね,1,
92,やっぱこういうの見ると今のＲＰＧって…,1,
93,やっぱクロノトリガーを超えるRPGはないな…,1,
94,未来変わったのに何故あの服なんだ・・・,1,
95,作者の人気に嫉妬,1,
96,でもさ、当時は絶賛されてたわけじゃないよな、クロノトリガーって,1,
97,最近のＲＰＧは・・・見習って欲しいな・・・,1,
98,なにやら作者もゲームも神格化しすぎの馬鹿がいますね＾＾；,1,
99,作者は別に凄くないから,1,
100,これこそが本来のゲームとか思い込んで今の作品を否定する奴死んでね,1,
101,大多数のカスが崇拝しすぎて萎えるわ,1,
102,流れに合わせてるだけの奴は死ね,1,
103,懐古厨キモイですぅ,1,
104,さっき言われていた複数ある流れの中の一つ、、、なんだが寄りによってあんな鬱ストーリー持ってこなくても('A`),1,
105,ここまできて、なにしとる,1,
106,まぁどうせ勝つんだからつまらんな,1,
107,なんで逃げないの?,1,
108,はぁ・・・・つまらん,1,
109,↓いいから氏ね,1,
110,↓うざい,1,
111,正直やくそうじゃ使ってもあんまり効果なさそうだしな,1,
112,乱数調整厨は無視で,1,
113,チートとかアホが湧いてると思ったらＩＤ開放したのか,1,
114,↓お前がしねゆとり,1,
115,↓いいからお前は死ね！,1,
116,チートとかいってる奴かわいそう,1,
117,なんでこれまでの見てない子がこんな多いんだ,1,
118,これカットしたら動画の価値がなくなるだろう,1,
119,↑いいからお前は死ね！,1,
120,これはヤラセ臭ぇーな。状態保存してリプレイ繰り返したんだろ,1,
121,所詮リプレイ,1,
122,画質悪いな,1,
123,何かあるとすぐチートだヤラセだほざき出す無能ゆとりﾜﾛｽｗｗｗｗ,1,
124,画質が落ちてるな,1,
125,武道家の改心連発を知らないやつはゆとり,1,
126,中国かわいそす,1,
127,君は社交辞令という言葉を知っているかね？,1,
128,こいつ新人なのに金持ってんな・・・,1,
129,まあ高々数千円だしなぁ…忙しくて金使う間もないんだろう…,1,
130,正装とまではいかなくても…この格好でこれる店には…,1,
131,ここでコケろ,1,
132,プロデューサーのイントネーションおかしいよね？,1,
133,なんか切り方激しくなかった？,1,
134,ダメに決まってるだろ,1,
135,仕事中に電話かけてくんなっつの,1,
136,この発言はＰに失礼すぎるのでは,1,
137,タグが厳しすぎる,1,
138,もっと上につれていけってことですね,1,
139,お前の給料ならそんなもんかと思って・・・,1,
140,ﾊﾙﾙﾝﾓ､ｶﾜｲｲﾃﾞｽﾖ,1,
141,結局皆愚民,1,
142,センスは無いよな,1,
143,普通のレストランだろうな、周りの音が五月蝿いし,1,
144,何が黒だ　死ね,1,
145,下コメするバカ死なないかなあ,1,
146,幼児,1,
147,この画質、何がおもしろいのかわからん,1,
148,何これ？つまらんすぎて意味ふ,1,
149,Y.S-Yさん空耳動画はどうしたんですか？(笑)叩かれて逃げちゃいましたか(笑),1,
150,やべぇ,1,
151,ＹＳのカスはくたばれよ,1,
152,犯罪者乙,1,
153,身内しか楽しめない動画だな,1,
154,なにがおもしろいの？,1,
155,まあ犯罪者だもんな,1,
156,くだらん,1,
157,つまんね,1,
158,意味不,1,
159,"馬鹿らしい…(-д-"")",1,
160,誰が得するのこの動画,1,
161,コメない,1,
162,Y.S-Yって死んだ人？,1,
163,こんな身内動画アップしてどうするの？,1,
164,薫:くだらない(-_-),1,
165,Y.S帰れ！！,1,
166,なにこれ,1,
167,意味不明,1,
168,バカバカバカ！,1,
169,ありえねｪ,1,
170,つまんねー,1,
171,はっっっ‥？,1,
172,会話がよく聞こえん,1,
173,こいつらバカだろう,1,
174,なにこれ,1,
175,きもε=┏(;￣▽￣)┛,1,
176,何これ！,1,
177,アホらしい,1,
178,あほ,1,
179,バカ！,1,
180,オモシロくない,1,
181,バカ,1,
182,つまんない,1,
183,わいえすキモいよ死ねよ,1,
184,なにこれ？,1,
185,くだんねー,1,
186,音ゲーしかできないくず,1,
187,おもんない,1,
188,幼稚ですか？？？,1,
189,そうゆうノリ方しかできないんですねわかります,1,
190,ノリがわからん,1,
191,きたない,1,
192,誰得動画だ？,1,
193,焼き肉はへたくそだな,1,
194,低レベル,1,
195,なんだ身内動画か,1,
196,声がキモい人がキモいアップすんなカスカスカスカスカスカスカスカスカスカスカスカス,1,
197,眼鏡男キモいからｶｽｶｽｶｽｶｽｶｽｶｽｶｽｶｽ,1,
198,全然面白くねーし,1,
199,元曲知らないのが痛いな,1,
200,いっぺん死んでみる？＾＾,1,
201,んー。。。なんかなぁ・・・,1,
202,ばーさん達うざい,1,
203,タグがひどい,1,
204,タグがわからない,1,
205,死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね,1,
206,明日、殺します,1,
207, タイペイ さん死ね,1,
208,なんだろ・・・これ・・・,1,
209,死ね,1,
210,死ねぇ,1,
211,死ね死ね言ってる奴はタミフルゆとり,1,
212,　なにこれ？,1,
213,誰がどの口で抜かすんだてめぇ,1,
214,パクリネタいつもお疲れ様です＾＾,1,
215,ここのステレオサウンドが気持ち悪いんだなぁ,1,
216,ジールのような糞虫はどんな時代にもかならずいるんだなぁ,1,
217,曲ちがくね？,1,
218,うp主はやりこんでないですね,1,
219,つまらねえコメ連発すんじゃねえよボケ,1,
220,灰かよ,1,
221,時報自重,1,
222,ボーカル下手すぎ,1,
223,ずれすぎ,1,
224,へ　た　く　そ,1,
225,これはひどい・・・・,1,
226,英語ぐダグダ,1,
227,リズム感がない,1,
228,演奏ばらばら,1,
229,音質わるいなあ,1,
230,音悪すぎ,1,
231,何言ってんだろ？,1,
232,胸糞悪い演奏だな,1,
233,サビしかいえてねぇ,1,
234,コーラス以前の問題だ　バカ,1,
235,速すぎ,1,
236,何なのかが良く分からない・・・。,1,
237,理解できない,1,
238,だから何？,1,
239,あんちにぃーじゃないか,1,
240,子供達にあやまって、そして芸能界に二度と現れるな！,1,
241,すねお　死し死しシシしし視し,1,
242,ゆとりにでもわかるっつーのｗお前が馬鹿,1,
243,しね,1,
244,呪われる・・・,1,
245,なにこの曲、、、。,1,
246,恐ろしい・・・,1,
247,きもい＾＾,1,
248,こわいんだけど,1,
249,鬱になる・・・orz,1,
250,今日は変なのが沸く日だな,1,
251,すまない。音楽だけいただく。,1,
252,呪われる,1,
253,能登の演技は下手すぎ,1,
254,声優やめろって感じ,1,
255,恐怖,1,
256,畏怖,1,
257,呪詛,1,
258,※本当に怖いのはあなたです,1,
259,なんか寒気してきたんだけど・・・,1,
260,これは･･･怖い･･･,1,
261,マジで呪われるぞ,1,
262,お祓いしなきゃ･･･,1,
263,リアルで怖い,1,
264,↑よくそんな顔できもいなんて口にできるな,1,
265,この速さの方良いよな,1,
266,赤青うざっ,1,
267,女死ね,1,
268,あの女ワガママにもほどがあるな,1,
269,なんかすっげえオタクっぽいよなあ・・・主人公,1,
270,マスゴミうぜえええええええええええええ,1,
271,つかえねぇ,1,
272,死ね,1,
273,こいつうぜええええええええ,1,
274,楽に逝けてよかったね,1,
275,トミー無情すぎ,1,
276,ばばあ逝ったな,1,
277,で？,1,
278,死ぬの？？,1,
279,あーあ・・・死んだ,1,
280,なんでこんなとこいってんの？,1,
0,いまいち,1,-1
1,想像つくだろ,1,-1
2,無駄,1,-1
3,パクりじゃねーかよ,1,-1
4,かみ合わない実況,1,-1
5,ガチャプレイきもいです,1,-1
6,なんかフォントが安っぽいな,1,-1
7,お前のコメントがきもいです,1,-1
8,全体レベルひくっ,1,-1
9,真ん中の男いらね,1,-1
10,腹から声出せや,1,-1
11,ブス女の嫉妬が臭いｗ,1,-1
12,女ども嫉妬で発狂,1,-1
13,悪コメする人はブスでデブな人です。,1,-1
14,自分が好きならいいじゃん、アンチに対して嫉妬とか自分の価値観を押し付けるなよ荒らすなよ迷惑,1,-1
15,いいこと教えてあげる　　　　　嫉妬してる奴は外も中もブス,1,-1
16,こんな低レベルが評価されるとかﾜﾛﾀ,1,-1
17,お前ホモかよぉ！,1,-1
18,こいつきもい,1,-1
19,おいうp主糞萌え豚アニメと混ぜんな,1,-1
20,おもんねーから,1,-1
21,おまけくそつまらん,1,-1
22,最後のおまけで台無しだわ　センスなさすぎ,1,-1
23,可愛いけど微妙,1,-1
24,へた,1,-1
25,低いすぎかな,1,-1
26,読点入れすぎや説明文,1,-1
27,うぜぇ・・・,1,-1
28,ここのサークルは、歌はいいのに曲がしょぼい,1,-1
29,ほっとんど好かれてないんだよなこの人,1,-1
30,ゲスヤロウは死ねよ,1,-1
31,淫夢厨しね,1,-1
32,音程ずれずれ。もっと原曲聞け,1,-1
33,顔でかすぎｗ,1,-1
34,ごみ,1,-1
35,この人でなし！,1,-1
36,ディズニーバカ,1,-1
37,主コメ二次元とか何言ってんの？ちゃんと歌詞聴いて考えてから歌えks,1,-1
38,しかも下手,1,-1
39,シーモアうぜえ,1,-1
40,ﾋﾞｯﾁ４ね,1,-1
41,頭固すぎワッカ,1,-1
42,募金かよ,1,-1
43,ワッカうぜぇわ,1,-1
44,やっぱ女ってｋｚだわ,1,-1
45,宗教ズうぜえな,1,-1
46,自分で考えることもできないのかこのカブトムシ,1,-1
47,こいつら顔一緒じゃん,1,-1
48,ワッカ４ね,1,-1
49,やっぱり女は屑,1,-1
50,ネタに決まってんだろ,1,-1
51,帰って、どうぞ,1,-1
52,ワッカ死ね,1,-1
53,うっさ,1,-1
54,ここ地味に長いから嫌い,1,-1
55,アーロンざっこ,1,-1
56,腹から声出せ,1,-1
57,キマリはgm,1,-1
58,強打がやかましいな,1,-1
59,手キモｗ,1,-1
60,視線なんて見えねーだろ,1,-1
61,だれだおまえは,1,-1
62,声が小さいね 再投稿願います,1,-1
63,きめえ,1,-1
64,負け犬の遠吠えじゃんｗ,1,-1
65,もうちょい練習しようか,1,-1
66,よわｗｗｗ,1,-1
67,アブ４ね,1,-1
68,クソガキ、クソガキを語るクソガキにクソガキを語る,1,-1
69,どんだけ時間かかってんだよ,1,-1
70,ワッカうぜぇ,1,-1
71,こえきも,1,-1
72,偽物めっ,1,-1
73,は？,1,-1
74,これきらい,1,-1
75,アバターやめろ,1,-1
76,ここだいきらい,1,-1
77,安物すぎィ！,1,-1
78,きたない,1,-1
79,うーん微妙,1,-1
80,きめーな,1,-1
81,プレイ動画ならちゃんとタグつけて,1,-1
82,ぶっさいくｗ,1,-1
83,馬鹿でブスばっか調子のりすぎ,1,-1
84,だせえ,1,-1
85,ぶっさ,1,-1
86,よえええ,1,-1
87,そんな事お前が決めんなよヴォケナス,1,-1
88,エンコもまともに出来ないクソムシは動画あげんなよ,1,-1
89,ゴミ動画,1,-1
90,こいつ死ぬべき,1,-1
91,彼女すらいない人間からすれば死んでもらいたい,1,-1
92,恥ずかしく無いのかよ,1,-1
93,や～い、乗っ取られてやんの,1,-1
94,噛みすぎわろろ,1,-1
95,きっめえ,1,-1
96,下手すぎw,1,-1
97,捨てゲーするならイベやるなゴミ！,1,-1
98,へたくそが！,1,-1
99,おもしろくない,1,-1
100,きもい,1,-1
101,死刑,1,-1
102,下手,1,-1
103,きもい・・・,1,-1
104,お前は年がら年中頭がおかしい,1,-1
105,きもすぎわろたｗｗｗ,1,-1
106,髪型きしょい,1,-1
107,うるせえよカタカタ先輩,1,-1
108,馬鹿野郎,1,-1
109,うるせーな,1,-1
110,くだらないコメントが上がるのはあなた自身の問題だと思いますよ～,1,-1
111,お前が４ねやカス,1,-1
112,こいつほんまうざい,1,-1
113,もうさ、死ねば,1,-1
114,こんなクズ相手すんなよｗｗ,1,-1
115,主確かにキモい,1,-1
116,こいつキモいー,1,-1
117,赤字ってうざいやつしかいないな,1,-1
118,きもいいいいいいい,1,-1
119,気持ち悪い,1,-1
120,佐川はマジで死んで欲しい,1,-1
121,誤字ワロタｗｗ,1,-1
122,へたくそ,1,-1
123,へたくそやめてまえ,1,-1
124,こんなふうにやるならやらないほうがまし,1,-1
125,これ連環いらないでしょ,1,-1
126,弓にすればよかたのに,1,-1
127,これで負けんのかよ,1,-1
128,せっかくのアドバイスに聞く耳もたなすぎ,1,-1
129,在日市ね,1,-1
130,池沼タヒね,1,-1
131,熊かわいくないw,1,-1
132,遅いよバカー！,1,-1
133,5分戦だしもっとガツガツ戦った方がいいと思います,1,-1
134,ショットガン以前に立ち回りが酷い…,1,-1
135,うざい,1,-1
136,ほんとに頭わりーな・・・,1,-1
137,うわっきもっ帰るわ,1,-1
138,バカだから,1,-1
139,クズめ,1,-1
140,ざっまあみろ,1,-1
141,可愛そう、てかコーチ死ね！,1,-1
142,連携悪いな,1,-1
143,いきなり誤字かよ,1,-1
144,お互い下手すぎるわ,1,-1
145,これはひどい,1,-1
146,引退しろやくず,1,-1
147,しね,1,-1
148,もう動画あげるな,1,-1
149,下手すぎわろた,1,-1
150,マジで下手くそだな,1,-1
151,相方のこと考えないんだったらやめろ,1,-1
152,周り見てなさすぎ,1,-1
153,質問が下手糞だね,1,-1
