,content,type,word
177,←わろた,0,-1
178,おお！総天然色や！,0,-1
179,小学生かwww,0,-1
180,忍び学生ごときが！,0,-1
181,みてくださいよこのガタイ！こんな強そうなガタイしてる人が非力なわけないじゃないですか！（閉廷おじさん）,0,-1
182,ぱちぱちー,0,-1
183,普通に笑ったわｗ,0,-1
184,911,0,-1
185,この歌好き,0,-1
186,ホームビデオみたいで素晴らしい調声だった,0,-1
187,俺はそうだねだな,0,-1
188,どっちもどっち,0,-1
189,まあ当たった事無いけどね(｡･ω･｡),0,-1
190,今後のモチベのためにEntyで支援してください！,0,-1
191,ドラマは初期とシーズン5でやってたな,0,-1
192,とびだせ常識(キズナ),0,-1
193,あーなるほど 加速してるのか,0,-1
194,よっさんから,0,-1
195,会長ほんと成長しないな,0,-1
196,もう笑ってしまう,0,-1
197,なんじゃこれ,0,-1
198,なんだこれw,0,-1
199,大ちゃん頑張ってる,0,-1
200,upotu-,0,-1
201,ダニどみ,0,-1
202,押っ忍,0,-1
203,放火熱心,0,-1
204,はやすぎ,0,-1
205,最近の電通ビルですか,0,-1
206,Zがガン追いされてZZ放置なんだから被弾しなくて覚醒なんてたまんねぇんだよなぁ,0,-1
207,一緒に寝てるｗｗ,0,-1
208,毒・・・,0,-1
209,あっ…（察し）,0,-1
210,あ、群れの中歩けるじゃん･･･,0,-1
211,金のお風呂っ!,0,-1
212,ケニーとルークは組めそうな気もするが,0,-1
213,５５　ジェイソン・スタンリッジ,0,-1
214,くいぎみワロ,0,-1
215,このカードはヤフオクかな,0,-1
216,もうMVNOでええやん,0,-1
217,鞘師ありがとうｗ,0,-1
218,かまたまうどんっぽい,0,-1
219,あれはいいんちょうのはず,0,-1
220,最近マジでおもろいぞ,0,-1
221,音葉さん…指揮…ケーキうっ、頭が…,0,-1
222,ムゲフロだともっとひねりの聞いたあだ名が多かった気がする,0,-1
223,ジル編だとグレネードランチャーが取れる,0,-1
224,うまい！！,0,-1
225,タワー戦でエレシュキ投げて主一回死んだらマナためでいい。うまい相手ならエステルにブラムス覚醒が間に合わない,0,-1
226,清々しいまでの辛辣さw,0,-1
227,乳首見えてるし怪しいよなぁ,0,-1
228,きんたま～,0,-1
229,アスランはおもちゃじゃない！(脊髄反射),0,-1
230,知ってたしｗ,0,-1
231,ヤ・ス・ア・キ！！,0,-1
232,やる気満々。,0,-1
233,ぽんぽーーーん！！！,0,-1
234,こんなにスタイリッシュな薪割りは見た事がない,0,-1
235,結構な代物が幻想入りしたな・・・結界大丈夫なのかね？,0,-1
236,なんでMVNOという選択肢を取らないのか,0,-1
237,21世紀は、悪魔と悪党達の消滅時代。,0,-1
238,あんた今、夢を見とるな？,0,-1
239,何このかす,0,-1
240,迷彩の出番やな,0,-1
241,2位が近いなら巻き込み狙った方がよくないか？,0,-1
242,論より証拠,0,-1
243,にどみさんをすこれ,0,-1
244,まほいくかーい,0,-1
245,数が減ってたら気づくと思うけどな,0,-1
246,またトランシーバーか…,0,-1
247,お ま た せ,0,-1
248,クーさん！！,0,-1
249,このゲーム、ダルマにできるんだよなぁ,0,-1
0,かわええ,0,-1
1,ほっぺぷにぷにしたい,0,-1
2,なるほどね,0,-1
3,うｐありがとうございます。,0,-1
4,タナカちゃんは仕事できる女って感じがする,0,-1
5,普通そうだと思いますよｗ,0,-1
6,これ、毎回ちゃんと電話出てたら、展開違ったのかな？,0,-1
7,アイテム取り忘れないの？,0,-1
8,右下じゃなくて左上だろ,0,-1
9,スカウトされなくてもいけるぞ,0,-1
10,入賞だから問題無いよー,0,-1
11,レベルアップーおめでとー♪,0,-1
12,最近このシリーズが寝る前の日課,0,-1
13,そりゃ、救国の英雄様とかだろうねぇｗ,0,-1
14,どこぞの事務員かお前はｗ,0,-1
15,お～、俺も犯人気になってたからこれは嬉しいｗ,0,-1
16,これは現在の貨幣価値で五千万円程の金額である,0,-1
17,ソーサラーレベル上がると嬉しいんだよなぁｗ,0,-1
18,いきなりオーバーを計算に入れるなｗｗｗ,0,-1
19,うちらはセッション終了後にレベルアップしてたっけ,0,-1
20,中の人も家出状態だからな,0,-1
21,ファイター辺りが兼業したほうが効率いいんだよなあ,0,-1
22,36回に１回くらいは、今日みたいな日もある,0,-1
23,一気に戦力上がったな,0,-1
24,そもそもが中級者ですら厳しい内容だからなwww,0,-1
25,このぐらいしないと生活費で詰みそうだしね,0,-1
26,お嬢様は遊びは全力で楽しむタイプだね,0,-1
27,現金じゃないから割増してあげたのね,0,-1
28,コンセプトは変わらなくても印象は変わったはず,0,-1
29,おおまだ車体残っているんだ,0,-1
30,溜めてうまく売ったな,0,-1
31,古木より応援歌にあってる,0,-1
32,坂口は身体を上手く回転させるからね,0,-1
33,こりゃ今の時代放送できんなｗ,0,-1
34,もしかして今溶けたのもブレスレットの力？,0,-1
35,始めて見たウルトラマンがこの回だったｗ,0,-1
36,大事な事なので2回分放ちました,0,-1
37,何このきれいな声,0,-1
38,このタイミングで召喚できてれば勝ってたのか,0,-1
39,おつかれさまー,0,-1
40,宇治金時が食べたい,0,-1
41,魔法の減り早っｗ,0,-1
42,何回くろてんねん,0,-1
43,ひびによく気づいたな！！,0,-1
44,そろそろまじで回転斬りしろや,0,-1
45,ふりかけタイム,0,-1
46,目には弓じゃないのか？,0,-1
47,暖かくなってきたねー,0,-1
48,ブロック動かせば出るよ,0,-1
49,盾の位置を把握してないな,0,-1
50,連打する癖を直さないと,0,-1
51,なつかしい。ここは難しかった,0,-1
52,クリアできる気がしないな,0,-1
53,むしろあたってないｗｗ,0,-1
54,これ知らなかったああああああ,0,-1
55,鍵はこの部屋にあります,0,-1
56,しばらく逃げ回ってたら消えなかったっけ?,0,-1
57,期待通りの反応ｗｗｗ,0,-1
58,ここ複雑なのがなあ・・・,0,-1
59,そうか、ミラーでいいんだな,0,-1
60,ここは俺はかなり辛かった,0,-1
61,姫だと主人公の師匠で没後なんだよね,0,-1
62,安心と信頼の島津ブランド,0,-1
63,月謝６０００円ってとこかな？,0,-1
64,ゲストが多いｗ,0,-1
65,よかったねｗ,0,-1
66,まずぶつかってくるのありえね,0,-1
67,ぜんぶみたい,0,-1
68,何でもありだな,0,-1
69,レベル１で大丈夫かな？,0,-1
70,なかなか好きだけどベース気になる,0,-1
71,風船ぶら下げとるがな,0,-1
72,ベース真ん中にしてくれ,0,-1
73,飽きるまで長すぎｗｗ,0,-1
74,足場がわれてる,0,-1
75,どういうことなんだ,0,-1
76,そんなことないぞ！！,0,-1
77,これはいいなｗ,0,-1
78,お借りします！,0,-1
79,ちょっとキャラの持ってる能力忘れすぎじゃね？,0,-1
80,隊長登場ｗｗｗｗ,0,-1
81,そういう時は合流するか、援護攻撃,0,-1
82,同じようなデモはオフしないとクリアまでもたないかもよ？,0,-1
83,また無意味な博打をｗｗｗ,0,-1
84,補給すれば使える、気力は減るが,0,-1
85,俺が勇者だ！,0,-1
86,零式やジガンに比べてってことじゃない？,0,-1
87,カスタムですからｗ,0,-1
88,前に使わなかったけ？,0,-1
89,命中率マイナスだし必中は必須,0,-1
90,コーラスいいなほんと,0,-1
91,聴いてて気持ちいいな,0,-1
92,ここえらい走るな　そういうもんなんかな,0,-1
93,黄色いな,0,-1
94,私も神だ,0,-1
95,妖怪なのかｗ,0,-1
96,２回目期待するからねw,0,-1
97,なつかしいなー,0,-1
98,オープニングが神曲すぎる！！,0,-1
99,ちょとむりやりすぎだな,0,-1
100,ここの押しづらさはない,0,-1
101,ほんとこれクリアできない・・・,0,-1
102,わははははは,0,-1
103,おっと、出番か？,0,-1
104,選抜試験かな,0,-1
105,参考になりました,0,-1
106,キタキター！！,0,-1
107,この曲待ってたぜ,0,-1
108,始めて見たｗ,0,-1
109,やれやれだぜ,0,-1
110,ないない,0,-1
111,がんばれｗ,0,-1
112,もっと速く走れるよ,0,-1
113,ぐるぐるすんなｗ,0,-1
114,いいよねこの音楽,0,-1
115,クラウドはもっと力任せだと思ふ,0,-1
116,更新待ってました～！,0,-1
117,相変わらずあっというまの時間だった,0,-1
118,ゴールまで頑張ってくれ,0,-1
119,たしかにねｗ,0,-1
120,食事中かよｗｗｗ,0,-1
121,飛ばすわけないじゃないですか☆,0,-1
122,うぽつ,0,-1
123,すげぇ平和だｗ,0,-1
124,すぐ似合います,0,-1
125,松風有能すぎるｗｗ,0,-1
126,赤もったいない,0,-1
127,スキルが凄いことになってきた,0,-1
128,ブルーアイズ来たな,0,-1
129,おお、スゲー見やすい,0,-1
130,電卓うちの学校のと同じだｗ,0,-1
131,画質いい,0,-1
132,相手だけで,0,-1
133,ダントツすぎる,0,-1
134,照れくさそうなのがいい,0,-1
135,なんで左側の2を飛ばすんだよｗ,0,-1
136,すげぇアイテムが来た,0,-1
137,メンテ良さそう,0,-1
138,この曲好き,0,-1
139,なぜつながった,0,-1
140,つまるところラストゲー,0,-1
141,ツッコミｗｗ,0,-1
142,わかるわかるｗ,0,-1
143,買ってもここに来るｗ,0,-1
144,このために初めて買いました,0,-1
145,久しぶりのラジオだ,0,-1
146,よろしくお願いしますー！,0,-1
147,なんだいまのｗｗｗ,0,-1
148,これ国家にしよーぜ,0,-1
149,夢なら仕方ないww,0,-1
150,ブレないなｗ,0,-1
151,いきなりｗ,0,-1
152,崖のところに狙撃手が一組いまっせ,0,-1
153,なにした？,0,-1
154,これが原作か,0,-1
155,普通の動きなのに笑えるｗｗ,0,-1
156,いかりん？,0,-1
157,ハチプロかな？,0,-1
158,ピラミッドｗｗｗ,0,-1
159,これPVで使われてたな,0,-1
160,主人公のテーマで,0,-1
161,ラスボス戦？,0,-1
162,こういう疾走感あるのはいいな,0,-1
163,XPにも似た曲あったような,0,-1
164,あえてＯＰとＥＤ統一もいいかもな,0,-1
165,これフィールドにしたわ,0,-1
166,中ボス戦に使っているよ～,0,-1
167,これのはやくしたやつ好きだわ,0,-1
168,これはいいぜ,0,-1
169,戦闘曲はすべて気に入っています,0,-1
170,これは村、もしくは町,0,-1
171,ラストバトルの曲だな,0,-1
172,これ魔王連戦ゲーで多用してたな,0,-1
173,やっぱフィールド３だよな,0,-1
174,ほのぼのしたイベントとかに使ったなぁ,0,-1
175,いい声だ,0,-1
176,電池切れとな,0,-1
177,のびやか心地よいです,0,-1
178,待ってたぜー！,0,-1
179,スタート地点か？,0,-1
180,もうクリアも目前か,0,-1
181,落ち着きなはれ,0,-1
182,おまけのが長いｗｗｗｗ,0,-1
183,俺福岡に住んでる,0,-1
184,すげえやわらかｗ,0,-1
185,"野球ゲームは持っていますか?""",0,-1
186,狙い撃ちされた,0,-1
187,俺運転する！,0,-1
188,楽しい映画じゃったよ,0,-1
189,よくできた映画でした,0,-1
190,若いから動きに切れがある,0,-1
191,いつも参考にしてます,0,-1
192,にやにやがとまらないｗ,0,-1
193,あいてうまいな,0,-1
194,次回作も楽しみにしてますよ～,0,-1
195,流れてる曲のタイトルが知りたい,0,-1
196,がんばってるな,0,-1
197,おでんに行きましょう,0,-1
198,飛行機とおってね？,0,-1
199,３センチしかのこってない,0,-1
200,軽い音がいい,0,-1
201,わんわんお,0,-1
202,ハサミ系ではこれが一番いい,0,-1
203,みんなやっぱくるのか,0,-1
204,耳が幸せ,0,-1
205,テンポがああああああ,0,-1
206,全一更新おめ,0,-1
207,俺なら絶望してる,0,-1
208,交互うますぎるｗ,0,-1
209,防御してるのにｗｗ,0,-1
210,どんな強さかな？,0,-1
211,戦車から変わらないな,0,-1
212,これ以上強くなるのかｗ,0,-1
213,ほかの形態にならないのか？,0,-1
214,解説ありがとう,0,-1
215,安定してるね,0,-1
216,ＨＰどのくらいだろうｗｗ,0,-1
217,間に合った,0,-1
218,ミルキー流星群か？,0,-1
219,バランス調整では,0,-1
220,コマンド入力じゃね？,0,-1
221,9999固定,0,-1
222,安定のずっと俺のターンww,0,-1
223,歌もPVも素晴らしい！！,0,-1
224,あのアスラは良かった,0,-1
225,ぬるぬる動いてたなぁ,0,-1
226,技も入ってたのが良い,0,-1
227,キュン死しそうや！,0,-1
228,よくできてるなあ,0,-1
