comment,type,,,,,,,,,,
おめでとおおおお,0,,,,,,,,,,
コメが消えたw,0,,,,,,,,,,
みとれたんよ,0,,,,,,,,,,
いってやるなｗｗ,0,,,,,,,,,,
うぽつです,0,,,,,,,,,,
色んなテーマがきちゃったな,0,,,,,,,,,,
すっかり有名人だなｗ,0,,,,,,,,,,
なんでエアコン切れてるの？,0,,,,,,,,,,
ちゃんと生命保険かけてるんやな,0,,,,,,,,,,
母親なんてこんなもんだよな,0,,,,,,,,,,
そう言う事かぁ,0,,,,,,,,,,
すげー,0,,,,,,,,,,
ものすげぇｗ,0,,,,,,,,,,
大きくなったなー,0,,,,,,,,,,
今の当てるとかやべぇｗ,0,,,,,,,,,,
謎の急展開ｗ,0,,,,,,,,,,
お疲れ様です！,0,,,,,,,,,,
かつらじゃねーよｗ,0,,,,,,,,,,
面白いよ,0,,,,,,,,,,
マジですかｗｗｗ,0,,,,,,,,,,
ええんやで,0,,,,,,,,,,
表情いいなぁ・・,0,,,,,,,,,,
ステージからしてかっこいい,0,,,,,,,,,,
すごく面白かった,0,,,,,,,,,,
規則だからね,0,,,,,,,,,,
きめ台詞,0,,,,,,,,,,
すげーいい人だねw,0,,,,,,,,,,
焼肉だと・・・,0,,,,,,,,,,
いつごろの映像じゃ,0,,,,,,,,,,
へんゅうｗｗｗ,0,,,,,,,,,,
すげぇ,0,,,,,,,,,,
ブロックが反射してるの綺麗だな,0,,,,,,,,,,
やっぱりお前かww,0,,,,,,,,,,
おおおおおおおお,0,,,,,,,,,,
原作知らんけどこれは凄い,0,,,,,,,,,,
美しい・・・！,0,,,,,,,,,,
これは伸びる,0,,,,,,,,,,
このへんがヤバイ,0,,,,,,,,,,
もうこれオリジナルこえたよ・・・,0,,,,,,,,,,
酔ってきた,0,,,,,,,,,,
動きやめろｗｗｗ,0,,,,,,,,,,
素直に感心するわ・・・,0,,,,,,,,,,
なんかいるw,0,,,,,,,,,,
ぱねえＷＷＷＷＷＷＷＷ,0,,,,,,,,,,
確かに新築っぽいなw,0,,,,,,,,,,
光沢すごい,0,,,,,,,,,,
モーションなめらか,0,,,,,,,,,,
表情細かくていいなぁ,0,,,,,,,,,,
なんか外国っぽい,0,,,,,,,,,,
お洒落だなぁ……！,0,,,,,,,,,,
きれいな声ｗ,0,,,,,,,,,,
めちゃ好き,0,,,,,,,,,,
かっこいい！,0,,,,,,,,,,
ぬるぬる動くよ,0,,,,,,,,,,
何これすごい！,0,,,,,,,,,,
地味に怖い,0,,,,,,,,,,
こいつとか言うなｗ,0,,,,,,,,,,
サムネｗｗｗ,0,,,,,,,,,,
ちょい声小さい,0,,,,,,,,,,
ノリが軽い,0,,,,,,,,,,
シンクロがやばい！,0,,,,,,,,,,
感動しました！！,0,,,,,,,,,,
コレは伸びろ！！,0,,,,,,,,,,
心が踊る！,0,,,,,,,,,,
毎回思ってたww,0,,,,,,,,,,
そういうオチかw,0,,,,,,,,,,
これはきついw,0,,,,,,,,,,
しょ、しょうがない,0,,,,,,,,,,
たどり着いてしまったｗ,0,,,,,,,,,,
まさかのｗｗｗ,0,,,,,,,,,,
むむむ・・・,0,,,,,,,,,,
マジかよ・・・,0,,,,,,,,,,
よろしくおねがいします,0,,,,,,,,,,
おつですー,0,,,,,,,,,,
決まったのかｗｗｗ,0,,,,,,,,,,
これは面白そうな対戦,0,,,,,,,,,,
たまんねえ,0,,,,,,,,,,
楽しみにしてますんで、頑張って！,0,,,,,,,,,,
実況しないの？,0,,,,,,,,,,
こけっこー,0,,,,,,,,,,
この曲いいよなあ,0,,,,,,,,,,
好きだわー,0,,,,,,,,,,
どういうこと？,0,,,,,,,,,,
なんか暗い,0,,,,,,,,,,
そんなのわかるかよ～,0,,,,,,,,,,
逆走できるんだw,0,,,,,,,,,,
ハイリスクでの勝利は嬉しいねぇ,0,,,,,,,,,,
最高の映画だったぜ！,0,,,,,,,,,,
なぜ伸びないんだ・・・！！,0,,,,,,,,,,
見た目がかわいい,0,,,,,,,,,,
なぜやろうとした,0,,,,,,,,,,
みんな寝てるw,0,,,,,,,,,,
せ、先生…,0,,,,,,,,,,
最強か,0,,,,,,,,,,
フェイント,0,,,,,,,,,,
言い方w,0,,,,,,,,,,
馬鹿でかい,0,,,,,,,,,,
神曲じゃねーか,0,,,,,,,,,,
プリズム面白かったわ,0,,,,,,,,,,
神だあ,0,,,,,,,,,,
歌がシリアス,0,,,,,,,,,,
意味が深いｗｗｗ,0,,,,,,,,,,
上手いな。,0,,,,,,,,,,
もっと評価されてもいいと思う,0,,,,,,,,,,
これは嬉しい,0,,,,,,,,,,
結構面白そうなんだがｗ,0,,,,,,,,,,
シュールだなぁw,0,,,,,,,,,,
新感覚すぎるwwwww,0,,,,,,,,,,
お疲れ様でした,0,,,,,,,,,,
かわええええ,0,,,,,,,,,,
キャラはまりすぎｗｗｗ,0,,,,,,,,,,
ほんとにやってそうｗｗ,0,,,,,,,,,,
あなた様の絵大好きです,0,,,,,,,,,,
よいしょおおお,0,,,,,,,,,,
草しか生えない,0,,,,,,,,,,
いやがらせｗ,0,,,,,,,,,,
黒いｗｗｗ,0,,,,,,,,,,
いつも食ってんだろｗ,0,,,,,,,,,,
ｗｗｗｗｗ,0,,,,,,,,,,
ここゾクッとする,0,,,,,,,,,,
好きな雰囲気です,0,,,,,,,,,,
元気だなぁw,0,,,,,,,,,,
強いな,0,,,,,,,,,,
今度も飛行機は作ってもらう,0,,,,,,,,,,
抱き枕なんとかしろｗ,0,,,,,,,,,,
新キャラはいないのね,0,,,,,,,,,,
余裕だね～,0,,,,,,,,,,
うごけないてき,0,,,,,,,,,,
あぶねええ,0,,,,,,,,,,
ひどすぎるｗｗｗ,0,,,,,,,,,,
カンペｗｗｗ,0,,,,,,,,,,
この機能便利ですよね！,0,,,,,,,,,,
食べました！！！,0,,,,,,,,,,
いいくるまですよね！,0,,,,,,,,,,
いいんですよね！,0,,,,,,,,,,
楽しそうでいいですね！,0,,,,,,,,,,
いい話聞けてうれしいですよ！,0,,,,,,,,,,
また次楽しみにしてます！！,0,,,,,,,,,,
厳つい顔してるなぁｗ,0,,,,,,,,,,
まさにスーパーカーでしたね,0,,,,,,,,,,
かっこいい･･･。,0,,,,,,,,,,
角が気になって仕方ない,0,,,,,,,,,,
みつめる,0,,,,,,,,,,
ジャケットも好き,0,,,,,,,,,,
不思議な感じの曲,0,,,,,,,,,,
うれてるな～,0,,,,,,,,,,
服が気になって仕方ない,0,,,,,,,,,,
ルパンっぽい,0,,,,,,,,,,
お疲れさまでした～,0,,,,,,,,,,
当たり,0,,,,,,,,,,
相変わらずすばらしい高音,0,,,,,,,,,,
本当、良い声大好き！！,0,,,,,,,,,,
お、衣装変わった,0,,,,,,,,,,
絵がへただ,0,,,,,,,,,,
うまそうｗｗｗｗｗ,0,,,,,,,,,,
ワカメｗｗ,0,,,,,,,,,,
うまそおおおおお,0,,,,,,,,,,
朝からハンバーグ,0,,,,,,,,,,
花札のBGM,0,,,,,,,,,,
前よりキレがある,0,,,,,,,,,,
うぽつ,0,,,,,,,,,,
やばい，萌える,0,,,,,,,,,,
笑顔が素敵ー！,0,,,,,,,,,,
かわいい,0,,,,,,,,,,
またおてつだいｗｗｗ,0,,,,,,,,,,
さすがレンジャー,0,,,,,,,,,,
お腹出してるからね,0,,,,,,,,,,
だなｗ,0,,,,,,,,,,
人参みたいだな,0,,,,,,,,,,
対応が大人やなｗ,0,,,,,,,,,,
バランス乙,0,,,,,,,,,,
おてつだいかｗ,0,,,,,,,,,,
聞こえなーい聞こえなーい,0,,,,,,,,,,
しびれるキック！,0,,,,,,,,,,
あ、こんばんは！,0,,,,,,,,,,
よく遊んでね,0,,,,,,,,,,
4個だよ,0,,,,,,,,,,
おｋ,0,,,,,,,,,,
おおお,0,,,,,,,,,,
でかいｗ,0,,,,,,,,,,
素晴らしい,0,,,,,,,,,,
今のはどうなの？,0,,,,,,,,,,
すごいがんばったなｗ,0,,,,,,,,,,
体かたいのか,0,,,,,,,,,,
可愛いｗｗｗｗ,0,,,,,,,,,,
まってました！,0,,,,,,,,,,
おつかれさまー,0,,,,,,,,,,
なにこれかっこいい,0,,,,,,,,,,
さすが師匠やでえ,0,,,,,,,,,,
やめて,0,,,,,,,,,,
真ん中うま,0,,,,,,,,,,
女の人かわい,0,,,,,,,,,,
うまいなこいつら,0,,,,,,,,,,
まさかな,0,,,,,,,,,,
こりゃあかん,0,,,,,,,,,,
これは泣ける,0,,,,,,,,,,
乙でした,0,,,,,,,,,,
桜だー,0,,,,,,,,,,
おおおお,0,,,,,,,,,,
バトル見せてよー,0,,,,,,,,,,
でかした,0,,,,,,,,,,
絵は慣れる,0,,,,,,,,,,
